,Date,Team,Win,Loss,Tie,Diff,Division,Cum_Win,Cum_Loss,Cum_Tie,Cum_Diff,Season,Standing
5389,04-17-2026,C-14 Diva Slayers,0,0,0,0.0,C,3,5,0,-14.0,Spring,14
5390,04-17-2026,C-04 Peppa Dig,0,0,0,0.0,C,1,7,0,-41.0,Spring,15
5391,04-17-2026,C-09 The Netsons,0,0,0,0.0,C,1,7,0,-45.0,Spring,16
5392,04-17-2026,C-18 Straw Hat Striker,0,0,0,0.0,C,1,7,0,-47.0,Spring,17
5393,04-17-2026,C-15 Powerpuff Passers,0,0,0,0.0,C,0,8,0,-70.0,Spring,18
5394,04-24-2026,C-05 Dragon Ballz Deep,0,0,0,0.0,C,7,1,0,49.0,Spring,1
5395,04-24-2026,C-06 SpongeBall Spikepants,0,0,0,0.0,C,7,1,0,37.0,Spring,2
5396,04-24-2026,C-17 Scooby Do Me,0,0,0,0.0,C,6,2,0,35.0,Spring,3
5397,04-24-2026,C-01 Avatar: Net Benders,0,0,0,0.0,C,6,2,0,31.0,Spring,4
5398,04-24-2026,C-13 Thunder Kills,0,0,0,0.0,C,6,2,0,25.0,Spring,5
5399,04-24-2026,"C-03 Sugar, Spike and",0,0,0,0.0,C,5,3,0,9.0,Spring,6
5400,04-24-2026,C-12 The Magic Spikebus,0,0,0,0.0,C,5,3,0,9.0,Spring,7
5401,04-24-2026,C-11 Trans Performers,0,0,0,0.0,C,5,3,0,3.0,Spring,8
5402,04-24-2026,"C-02 Ed, Edd n Edging!",0,0,0,0.0,C,4,3,1,15.0,Spring,9
5403,04-24-2026,C-10 Courage the Cowardly Dig,0,0,0,0.0,C,4,3,1,0.0,Spring,10
5404,04-24-2026,C-16 The IncrediBalls,0,0,0,0.0,C,4,4,0,2.0,Spring,11
5405,04-24-2026,C-08 Blocker's Home for Unimaginative Hitters,0,0,0,0.0,C,3,5,0,6.0,Spring,12
5406,04-24-2026,C-07 Sailor Spikers,0,0,0,0.0,C,3,5,0,-4.0,Spring,13
5407,04-24-2026,C-14 Diva Slayers,0,0,0,0.0,C,3,5,0,-14.0,Spring,14
5408,04-24-2026,C-04 Peppa Dig,0,0,0,0.0,C,1,7,0,-41.0,Spring,15
5409,04-24-2026,C-09 The Netsons,0,0,0,0.0,C,1,7,0,-45.0,Spring,16
5410,04-24-2026,C-18 Straw Hat Striker,0,0,0,0.0,C,1,7,0,-47.0,Spring,17
5411,04-24-2026,C-15 Powerpuff Passers,0,0,0,0.0,C,0,8,0,-70.0,Spring,18
5412,01-23-2026,E-06-Kegel Crushers,0,0,0,0.0,E,0,0,0,0.0,Spring,1
5413,01-23-2026,"E-05-Spot Me Outside, How Bout That",0,0,0,0.0,E,0,0,0,0.0,Spring,2
5414,01-23-2026,E-04-Pump & Dump,0,0,0,0.0,E,0,0,0,0.0,Spring,3
5415,01-23-2026,E-02-Pull Up (But Don’t Pull Out),0,0,0,0.0,E,0,0,0,0.0,Spring,4
5416,01-23-2026,E-01-Squatty Hawties,0,0,0,0.0,E,0,0,0,0.0,Spring,5
5417,01-23-2026,E-03,0,0,0,0.0,E,0,0,0,0.0,Spring,6
5418,01-30-2026,E-04-Pump & Dump,4,0,0,16.0,E,4,0,0,16.0,Spring,1
5419,01-30-2026,E-06-Kegel Crushers,3,1,0,9.0,E,3,1,0,9.0,Spring,2
5420,01-30-2026,E-03,2,2,0,8.0,E,2,2,0,8.0,Spring,3
5421,01-30-2026,"E-05-Spot Me Outside, How Bout That",2,2,0,0.0,E,2,2,0,0.0,Spring,4
5422,01-30-2026,E-02-Pull Up (But Don’t Pull Out),1,3,0,-17.0,E,1,3,0,-17.0,Spring,5
5423,01-30-2026,E-01-Squatty Hawties,0,4,0,-16.0,E,0,4,0,-16.0,Spring,6
5424,02-06-2026,E-04-Pump & Dump,3,1,0,25.0,E,7,1,0,41.0,Spring,1
5425,02-06-2026,E-06-Kegel Crushers,2,2,0,1.0,E,5,3,0,10.0,Spring,2
5426,02-06-2026,E-02-Pull Up (But Don’t Pull Out),3,1,0,9.0,E,4,4,0,-8.0,Spring,3
5427,02-06-2026,E-01-Squatty Hawties,3,1,0,7.0,E,3,5,0,-9.0,Spring,4
5428,02-06-2026,"E-05-Spot Me Outside, How Bout That",1,3,0,-10.0,E,3,5,0,-10.0,Spring,5
5429,02-06-2026,E-03,0,4,0,-32.0,E,2,6,0,-24.0,Spring,6
5430,02-20-2026,E-04-Pump & Dump,0,0,0,0.0,E,7,1,0,41.0,Spring,1
5431,02-20-2026,E-06-Kegel Crushers,0,0,0,0.0,E,5,3,0,10.0,Spring,2
5432,02-20-2026,E-02-Pull Up (But Don’t Pull Out),0,0,0,0.0,E,4,4,0,-8.0,Spring,3
5433,02-20-2026,E-01-Squatty Hawties,0,0,0,0.0,E,3,5,0,-9.0,Spring,4
5434,02-20-2026,"E-05-Spot Me Outside, How Bout That",0,0,0,0.0,E,3,5,0,-10.0,Spring,5
5435,02-20-2026,E-03,0,0,0,0.0,E,2,6,0,-24.0,Spring,6
5436,02-27-2026,E-04-Pump & Dump,0,0,0,0.0,E,7,1,0,41.0,Spring,1
5437,02-27-2026,E-06-Kegel Crushers,0,0,0,0.0,E,5,3,0,10.0,Spring,2
5438,02-27-2026,E-02-Pull Up (But Don’t Pull Out),0,0,0,0.0,E,4,4,0,-8.0,Spring,3
5439,02-27-2026,E-01-Squatty Hawties,0,0,0,0.0,E,3,5,0,-9.0,Spring,4
5440,02-27-2026,"E-05-Spot Me Outside, How Bout That",0,0,0,0.0,E,3,5,0,-10.0,Spring,5
5441,02-27-2026,E-03,0,0,0,0.0,E,2,6,0,-24.0,Spring,6
5442,03-06-2026,E-04-Pump & Dump,0,0,0,0.0,E,7,1,0,41.0,Spring,1
5443,03-06-2026,E-06-Kegel Crushers,0,0,0,0.0,E,5,3,0,10.0,Spring,2
5444,03-06-2026,E-02-Pull Up (But Don’t Pull Out),0,0,0,0.0,E,4,4,0,-8.0,Spring,3
5445,03-06-2026,E-01-Squatty Hawties,0,0,0,0.0,E,3,5,0,-9.0,Spring,4
5446,03-06-2026,"E-05-Spot Me Outside, How Bout That",0,0,0,0.0,E,3,5,0,-10.0,Spring,5
5447,03-06-2026,E-03,0,0,0,0.0,E,2,6,0,-24.0,Spring,6
5448,03-20-2026,E-04-Pump & Dump,0,0,0,0.0,E,7,1,0,41.0,Spring,1
5449,03-20-2026,E-06-Kegel Crushers,0,0,0,0.0,E,5,3,0,10.0,Spring,2
5450,03-20-2026,E-02-Pull Up (But Don’t Pull Out),0,0,0,0.0,E,4,4,0,-8.0,Spring,3
5451,03-20-2026,E-01-Squatty Hawties,0,0,0,0.0,E,3,5,0,-9.0,Spring,4
5452,03-20-2026,"E-05-Spot Me Outside, How Bout That",0,0,0,0.0,E,3,5,0,-10.0,Spring,5
5453,03-20-2026,E-03,0,0,0,0.0,E,2,6,0,-24.0,Spring,6
5454,03-27-2026,E-04-Pump & Dump,0,0,0,0.0,E,7,1,0,41.0,Spring,1
5455,03-27-2026,E-06-Kegel Crushers,0,0,0,0.0,E,5,3,0,10.0,Spring,2
5456,03-27-2026,E-02-Pull Up (But Don’t Pull Out),0,0,0,0.0,E,4,4,0,-8.0,Spring,3
5457,03-27-2026,E-01-Squatty Hawties,0,0,0,0.0,E,3,5,0,-9.0,Spring,4
5458,03-27-2026,"E-05-Spot Me Outside, How Bout That",0,0,0,0.0,E,3,5,0,-10.0,Spring,5
5459,03-27-2026,E-03,0,0,0,0.0,E,2,6,0,-24.0,Spring,6
5460,04-10-2026,E-04-Pump & Dump,0,0,0,0.0,E,7,1,0,41.0,Spring,1
5461,04-10-2026,E-06-Kegel Crushers,0,0,0,0.0,E,5,3,0,10.0,Spring,2
5462,04-10-2026,E-02-Pull Up (But Don’t Pull Out),0,0,0,0.0,E,4,4,0,-8.0,Spring,3
5463,04-10-2026,E-01-Squatty Hawties,0,0,0,0.0,E,3,5,0,-9.0,Spring,4
5464,04-10-2026,"E-05-Spot Me Outside, How Bout That",0,0,0,0.0,E,3,5,0,-10.0,Spring,5
5465,04-10-2026,E-03,0,0,0,0.0,E,2,6,0,-24.0,Spring,6
5466,04-17-2026,E-04-Pump & Dump,0,0,0,0.0,E,7,1,0,41.0,Spring,1
5467,04-17-2026,E-06-Kegel Crushers,0,0,0,0.0,E,5,3,0,10.0,Spring,2
5468,04-17-2026,E-02-Pull Up (But Don’t Pull Out),0,0,0,0.0,E,4,4,0,-8.0,Spring,3
5469,04-17-2026,E-01-Squatty Hawties,0,0,0,0.0,E,3,5,0,-9.0,Spring,4
5470,04-17-2026,"E-05-Spot Me Outside, How Bout That",0,0,0,0.0,E,3,5,0,-10.0,Spring,5
5471,04-17-2026,E-03,0,0,0,0.0,E,2,6,0,-24.0,Spring,6
5472,04-24-2026,E-04-Pump & Dump,0,0,0,0.0,E,7,1,0,41.0,Spring,1
5473,04-24-2026,E-06-Kegel Crushers,0,0,0,0.0,E,5,3,0,10.0,Spring,2
5474,04-24-2026,E-02-Pull Up (But Don’t Pull Out),0,0,0,0.0,E,4,4,0,-8.0,Spring,3
5475,04-24-2026,E-01-Squatty Hawties,0,0,0,0.0,E,3,5,0,-9.0,Spring,4
5476,04-24-2026,"E-05-Spot Me Outside, How Bout That",0,0,0,0.0,E,3,5,0,-10.0,Spring,5
5477,04-24-2026,E-03,0,0,0,0.0,E,2,6,0,-24.0,Spring,6
5478,01-23-2026,I-15 Waka Waka,0,0,0,0.0,I,0,0,0,0.0,Spring,1
5479,01-23-2026,I-14 Super Spike Bros,0,0,0,0.0,I,0,0,0,0.0,Spring,2
5480,01-23-2026,I-13 Play Station Spikers,0,0,0,0.0,I,0,0,0,0.0,Spring,3
5481,01-23-2026,I-12 Arcade Spikers,0,0,0,0.0,I,0,0,0,0.0,Spring,4
5482,01-23-2026,I-11 Kirby s Dream Spikers,0,0,0,0.0,I,0,0,0,0.0,Spring,5
5483,01-23-2026,I-10 Volley pong,0,0,0,0.0,I,0,0,0,0.0,Spring,6
5484,01-23-2026,I-09 Super Smash Serves,0,0,0,0.0,I,0,0,0,0.0,Spring,7
5485,01-23-2026,I-08 Street Spikers,0,0,0,0.0,I,0,0,0,0.0,Spring,8
5486,01-23-2026,I-07 Ace Invaders,0,0,0,0.0,I,0,0,0,0.0,Spring,9
5487,01-23-2026,I-06 Spyro Spikers,0,0,0,0.0,I,0,0,0,0.0,Spring,10
5488,01-23-2026,I-04 Hyrule Hitters,0,0,0,0.0,I,0,0,0,0.0,Spring,11
5489,01-23-2026,I-05 It's On Like Donkey Kong,0,0,0,0.0,I,0,0,0,0.0,Spring,12
5490,01-23-2026,I-03 Super Sets Bros,0,0,0,0.0,I,0,0,0,0.0,Spring,13
5491,01-23-2026,I-02 Rainbow Road Runners,0,0,0,0.0,I,0,0,0,0.0,Spring,14
5492,01-23-2026,I-01 Slay Station,0,0,0,0.0,I,0,0,0,0.0,Spring,15
5493,01-30-2026,I-08 Street Spikers,4,0,0,14.0,I,4,0,0,14.0,Spring,1
5494,01-30-2026,I-02 Rainbow Road Runners,3,1,0,26.0,I,3,1,0,26.0,Spring,2
5495,01-30-2026,I-03 Super Sets Bros,3,1,0,12.0,I,3,1,0,12.0,Spring,3
5496,01-30-2026,I-07 Ace Invaders,3,1,0,8.0,I,3,1,0,8.0,Spring,4
5497,01-30-2026,I-10 Volley pong,3,1,0,8.0,I,3,1,0,8.0,Spring,5
5498,01-30-2026,I-14 Super Spike Bros,2,2,0,18.0,I,2,2,0,18.0,Spring,6
5499,01-30-2026,I-06 Spyro Spikers,2,2,0,2.0,I,2,2,0,2.0,Spring,7
5500,01-30-2026,I-15 Waka Waka,2,2,0,-6.0,I,2,2,0,-6.0,Spring,8
5501,01-30-2026,I-13 Play Station Spikers,2,2,0,-10.0,I,2,2,0,-10.0,Spring,9
5502,01-30-2026,I-11 Kirby s Dream Spikers,1,3,0,6.0,I,1,3,0,6.0,Spring,10
5503,01-30-2026,I-09 Super Smash Serves,1,3,0,-6.0,I,1,3,0,-6.0,Spring,11
5504,01-30-2026,I-05 It's On Like Donkey Kong,1,3,0,-10.0,I,1,3,0,-10.0,Spring,12
5505,01-30-2026,I-04 Hyrule Hitters,1,3,0,-16.0,I,1,3,0,-16.0,Spring,13
5506,01-30-2026,I-01 Slay Station,1,3,0,-20.0,I,1,3,0,-20.0,Spring,14
5507,01-30-2026,I-12 Arcade Spikers,1,3,0,-26.0,I,1,3,0,-26.0,Spring,15
5508,02-06-2026,I-14 Super Spike Bros,4,0,0,34.0,I,6,2,0,52.0,Spring,1
5509,02-06-2026,I-06 Spyro Spikers,4,0,0,32.0,I,6,2,0,34.0,Spring,2
5510,02-06-2026,I-03 Super Sets Bros,3,1,0,13.0,I,6,2,0,25.0,Spring,3
5511,02-06-2026,I-08 Street Spikers,2,2,0,-1.0,I,6,2,0,13.0,Spring,4
5512,02-06-2026,I-02 Rainbow Road Runners,2,2,0,2.0,I,5,3,0,28.0,Spring,5
5513,02-06-2026,I-15 Waka Waka,3,1,0,23.0,I,5,3,0,17.0,Spring,6
5514,02-06-2026,I-10 Volley pong,2,2,0,-4.0,I,5,3,0,4.0,Spring,7
5515,02-06-2026,I-05 It's On Like Donkey Kong,3,1,0,9.0,I,4,4,0,-1.0,Spring,8
5516,02-06-2026,I-07 Ace Invaders,1,3,0,-15.0,I,4,4,0,-7.0,Spring,9
5517,02-06-2026,I-04 Hyrule Hitters,2,2,0,11.0,I,3,5,0,-5.0,Spring,10
5518,02-06-2026,I-09 Super Smash Serves,2,2,0,-1.0,I,3,5,0,-7.0,Spring,11
5519,02-06-2026,I-12 Arcade Spikers,2,2,0,-8.0,I,3,5,0,-34.0,Spring,12
5520,02-06-2026,I-13 Play Station Spikers,0,4,0,-22.0,I,2,6,0,-32.0,Spring,13
5521,02-06-2026,I-11 Kirby s Dream Spikers,0,4,0,-28.0,I,1,7,0,-22.0,Spring,14
5522,02-06-2026,I-01 Slay Station,0,4,0,-45.0,I,1,7,0,-65.0,Spring,15
5523,02-20-2026,I-14 Super Spike Bros,0,0,0,0.0,I,6,2,0,52.0,Spring,1
5524,02-20-2026,I-06 Spyro Spikers,0,0,0,0.0,I,6,2,0,34.0,Spring,2
5525,02-20-2026,I-03 Super Sets Bros,0,0,0,0.0,I,6,2,0,25.0,Spring,3
5526,02-20-2026,I-08 Street Spikers,0,0,0,0.0,I,6,2,0,13.0,Spring,4
5527,02-20-2026,I-02 Rainbow Road Runners,0,0,0,0.0,I,5,3,0,28.0,Spring,5
5528,02-20-2026,I-15 Waka Waka,0,0,0,0.0,I,5,3,0,17.0,Spring,6
5529,02-20-2026,I-10 Volley pong,0,0,0,0.0,I,5,3,0,4.0,Spring,7
5530,02-20-2026,I-05 It's On Like Donkey Kong,0,0,0,0.0,I,4,4,0,-1.0,Spring,8
5531,02-20-2026,I-07 Ace Invaders,0,0,0,0.0,I,4,4,0,-7.0,Spring,9
5532,02-20-2026,I-04 Hyrule Hitters,0,0,0,0.0,I,3,5,0,-5.0,Spring,10
5533,02-20-2026,I-09 Super Smash Serves,0,0,0,0.0,I,3,5,0,-7.0,Spring,11
5534,02-20-2026,I-12 Arcade Spikers,0,0,0,0.0,I,3,5,0,-34.0,Spring,12
5535,02-20-2026,I-13 Play Station Spikers,0,0,0,0.0,I,2,6,0,-32.0,Spring,13
5536,02-20-2026,I-11 Kirby s Dream Spikers,0,0,0,0.0,I,1,7,0,-22.0,Spring,14
5537,02-20-2026,I-01 Slay Station,0,0,0,0.0,I,1,7,0,-65.0,Spring,15
5538,02-27-2026,I-14 Super Spike Bros,0,0,0,0.0,I,6,2,0,52.0,Spring,1
5539,02-27-2026,I-06 Spyro Spikers,0,0,0,0.0,I,6,2,0,34.0,Spring,2
5540,02-27-2026,I-03 Super Sets Bros,0,0,0,0.0,I,6,2,0,25.0,Spring,3
5541,02-27-2026,I-08 Street Spikers,0,0,0,0.0,I,6,2,0,13.0,Spring,4
5542,02-27-2026,I-02 Rainbow Road Runners,0,0,0,0.0,I,5,3,0,28.0,Spring,5
5543,02-27-2026,I-15 Waka Waka,0,0,0,0.0,I,5,3,0,17.0,Spring,6
5544,02-27-2026,I-10 Volley pong,0,0,0,0.0,I,5,3,0,4.0,Spring,7
5545,02-27-2026,I-05 It's On Like Donkey Kong,0,0,0,0.0,I,4,4,0,-1.0,Spring,8
5546,02-27-2026,I-07 Ace Invaders,0,0,0,0.0,I,4,4,0,-7.0,Spring,9
5547,02-27-2026,I-04 Hyrule Hitters,0,0,0,0.0,I,3,5,0,-5.0,Spring,10
5548,02-27-2026,I-09 Super Smash Serves,0,0,0,0.0,I,3,5,0,-7.0,Spring,11
5549,02-27-2026,I-12 Arcade Spikers,0,0,0,0.0,I,3,5,0,-34.0,Spring,12
5550,02-27-2026,I-13 Play Station Spikers,0,0,0,0.0,I,2,6,0,-32.0,Spring,13
5551,02-27-2026,I-11 Kirby s Dream Spikers,0,0,0,0.0,I,1,7,0,-22.0,Spring,14
5552,02-27-2026,I-01 Slay Station,0,0,0,0.0,I,1,7,0,-65.0,Spring,15
5553,03-06-2026,I-14 Super Spike Bros,0,0,0,0.0,I,6,2,0,52.0,Spring,1
5554,03-06-2026,I-06 Spyro Spikers,0,0,0,0.0,I,6,2,0,34.0,Spring,2
5555,03-06-2026,I-03 Super Sets Bros,0,0,0,0.0,I,6,2,0,25.0,Spring,3
5556,03-06-2026,I-08 Street Spikers,0,0,0,0.0,I,6,2,0,13.0,Spring,4
5557,03-06-2026,I-02 Rainbow Road Runners,0,0,0,0.0,I,5,3,0,28.0,Spring,5
5558,03-06-2026,I-15 Waka Waka,0,0,0,0.0,I,5,3,0,17.0,Spring,6
5559,03-06-2026,I-10 Volley pong,0,0,0,0.0,I,5,3,0,4.0,Spring,7
5560,03-06-2026,I-05 It's On Like Donkey Kong,0,0,0,0.0,I,4,4,0,-1.0,Spring,8
5561,03-06-2026,I-07 Ace Invaders,0,0,0,0.0,I,4,4,0,-7.0,Spring,9
5562,03-06-2026,I-04 Hyrule Hitters,0,0,0,0.0,I,3,5,0,-5.0,Spring,10
5563,03-06-2026,I-09 Super Smash Serves,0,0,0,0.0,I,3,5,0,-7.0,Spring,11
5564,03-06-2026,I-12 Arcade Spikers,0,0,0,0.0,I,3,5,0,-34.0,Spring,12
5565,03-06-2026,I-13 Play Station Spikers,0,0,0,0.0,I,2,6,0,-32.0,Spring,13
5566,03-06-2026,I-11 Kirby s Dream Spikers,0,0,0,0.0,I,1,7,0,-22.0,Spring,14
5567,03-06-2026,I-01 Slay Station,0,0,0,0.0,I,1,7,0,-65.0,Spring,15
5568,03-20-2026,I-14 Super Spike Bros,0,0,0,0.0,I,6,2,0,52.0,Spring,1
5569,03-20-2026,I-06 Spyro Spikers,0,0,0,0.0,I,6,2,0,34.0,Spring,2
5570,03-20-2026,I-03 Super Sets Bros,0,0,0,0.0,I,6,2,0,25.0,Spring,3
5571,03-20-2026,I-08 Street Spikers,0,0,0,0.0,I,6,2,0,13.0,Spring,4
5572,03-20-2026,I-02 Rainbow Road Runners,0,0,0,0.0,I,5,3,0,28.0,Spring,5
5573,03-20-2026,I-15 Waka Waka,0,0,0,0.0,I,5,3,0,17.0,Spring,6
5574,03-20-2026,I-10 Volley pong,0,0,0,0.0,I,5,3,0,4.0,Spring,7
5575,03-20-2026,I-05 It's On Like Donkey Kong,0,0,0,0.0,I,4,4,0,-1.0,Spring,8
5576,03-20-2026,I-07 Ace Invaders,0,0,0,0.0,I,4,4,0,-7.0,Spring,9
5577,03-20-2026,I-04 Hyrule Hitters,0,0,0,0.0,I,3,5,0,-5.0,Spring,10
5578,03-20-2026,I-09 Super Smash Serves,0,0,0,0.0,I,3,5,0,-7.0,Spring,11
5579,03-20-2026,I-12 Arcade Spikers,0,0,0,0.0,I,3,5,0,-34.0,Spring,12
5580,03-20-2026,I-13 Play Station Spikers,0,0,0,0.0,I,2,6,0,-32.0,Spring,13
5581,03-20-2026,I-11 Kirby s Dream Spikers,0,0,0,0.0,I,1,7,0,-22.0,Spring,14
5582,03-20-2026,I-01 Slay Station,0,0,0,0.0,I,1,7,0,-65.0,Spring,15
5583,03-27-2026,I-14 Super Spike Bros,0,0,0,0.0,I,6,2,0,52.0,Spring,1
5584,03-27-2026,I-06 Spyro Spikers,0,0,0,0.0,I,6,2,0,34.0,Spring,2
5585,03-27-2026,I-03 Super Sets Bros,0,0,0,0.0,I,6,2,0,25.0,Spring,3
5586,03-27-2026,I-08 Street Spikers,0,0,0,0.0,I,6,2,0,13.0,Spring,4
5587,03-27-2026,I-02 Rainbow Road Runners,0,0,0,0.0,I,5,3,0,28.0,Spring,5
5588,03-27-2026,I-15 Waka Waka,0,0,0,0.0,I,5,3,0,17.0,Spring,6
5589,03-27-2026,I-10 Volley pong,0,0,0,0.0,I,5,3,0,4.0,Spring,7
5590,03-27-2026,I-05 It's On Like Donkey Kong,0,0,0,0.0,I,4,4,0,-1.0,Spring,8
5591,03-27-2026,I-07 Ace Invaders,0,0,0,0.0,I,4,4,0,-7.0,Spring,9
5592,03-27-2026,I-04 Hyrule Hitters,0,0,0,0.0,I,3,5,0,-5.0,Spring,10
5593,03-27-2026,I-09 Super Smash Serves,0,0,0,0.0,I,3,5,0,-7.0,Spring,11
5594,03-27-2026,I-12 Arcade Spikers,0,0,0,0.0,I,3,5,0,-34.0,Spring,12
5595,03-27-2026,I-13 Play Station Spikers,0,0,0,0.0,I,2,6,0,-32.0,Spring,13
5596,03-27-2026,I-11 Kirby s Dream Spikers,0,0,0,0.0,I,1,7,0,-22.0,Spring,14
5597,03-27-2026,I-01 Slay Station,0,0,0,0.0,I,1,7,0,-65.0,Spring,15
5598,04-10-2026,I-14 Super Spike Bros,0,0,0,0.0,I,6,2,0,52.0,Spring,1
5599,04-10-2026,I-06 Spyro Spikers,0,0,0,0.0,I,6,2,0,34.0,Spring,2
5600,04-10-2026,I-03 Super Sets Bros,0,0,0,0.0,I,6,2,0,25.0,Spring,3
5601,04-10-2026,I-08 Street Spikers,0,0,0,0.0,I,6,2,0,13.0,Spring,4
5602,04-10-2026,I-02 Rainbow Road Runners,0,0,0,0.0,I,5,3,0,28.0,Spring,5
5603,04-10-2026,I-15 Waka Waka,0,0,0,0.0,I,5,3,0,17.0,Spring,6
5604,04-10-2026,I-10 Volley pong,0,0,0,0.0,I,5,3,0,4.0,Spring,7
5605,04-10-2026,I-05 It's On Like Donkey Kong,0,0,0,0.0,I,4,4,0,-1.0,Spring,8
5606,04-10-2026,I-07 Ace Invaders,0,0,0,0.0,I,4,4,0,-7.0,Spring,9
5607,04-10-2026,I-04 Hyrule Hitters,0,0,0,0.0,I,3,5,0,-5.0,Spring,10
5608,04-10-2026,I-09 Super Smash Serves,0,0,0,0.0,I,3,5,0,-7.0,Spring,11
5609,04-10-2026,I-12 Arcade Spikers,0,0,0,0.0,I,3,5,0,-34.0,Spring,12
5610,04-10-2026,I-13 Play Station Spikers,0,0,0,0.0,I,2,6,0,-32.0,Spring,13
5611,04-10-2026,I-11 Kirby s Dream Spikers,0,0,0,0.0,I,1,7,0,-22.0,Spring,14
5612,04-10-2026,I-01 Slay Station,0,0,0,0.0,I,1,7,0,-65.0,Spring,15
5613,04-17-2026,I-14 Super Spike Bros,0,0,0,0.0,I,6,2,0,52.0,Spring,1
5614,04-17-2026,I-06 Spyro Spikers,0,0,0,0.0,I,6,2,0,34.0,Spring,2
5615,04-17-2026,I-03 Super Sets Bros,0,0,0,0.0,I,6,2,0,25.0,Spring,3
5616,04-17-2026,I-08 Street Spikers,0,0,0,0.0,I,6,2,0,13.0,Spring,4
5617,04-17-2026,I-02 Rainbow Road Runners,0,0,0,0.0,I,5,3,0,28.0,Spring,5
5618,04-17-2026,I-15 Waka Waka,0,0,0,0.0,I,5,3,0,17.0,Spring,6
5619,04-17-2026,I-10 Volley pong,0,0,0,0.0,I,5,3,0,4.0,Spring,7
5620,04-17-2026,I-05 It's On Like Donkey Kong,0,0,0,0.0,I,4,4,0,-1.0,Spring,8
5621,04-17-2026,I-07 Ace Invaders,0,0,0,0.0,I,4,4,0,-7.0,Spring,9
5622,04-17-2026,I-04 Hyrule Hitters,0,0,0,0.0,I,3,5,0,-5.0,Spring,10
5623,04-17-2026,I-09 Super Smash Serves,0,0,0,0.0,I,3,5,0,-7.0,Spring,11
5624,04-17-2026,I-12 Arcade Spikers,0,0,0,0.0,I,3,5,0,-34.0,Spring,12
5625,04-17-2026,I-13 Play Station Spikers,0,0,0,0.0,I,2,6,0,-32.0,Spring,13
5626,04-17-2026,I-11 Kirby s Dream Spikers,0,0,0,0.0,I,1,7,0,-22.0,Spring,14
5627,04-17-2026,I-01 Slay Station,0,0,0,0.0,I,1,7,0,-65.0,Spring,15
5628,04-24-2026,I-14 Super Spike Bros,0,0,0,0.0,I,6,2,0,52.0,Spring,1
5629,04-24-2026,I-06 Spyro Spikers,0,0,0,0.0,I,6,2,0,34.0,Spring,2
5630,04-24-2026,I-03 Super Sets Bros,0,0,0,0.0,I,6,2,0,25.0,Spring,3
5631,04-24-2026,I-08 Street Spikers,0,0,0,0.0,I,6,2,0,13.0,Spring,4
5632,04-24-2026,I-02 Rainbow Road Runners,0,0,0,0.0,I,5,3,0,28.0,Spring,5
5633,04-24-2026,I-15 Waka Waka,0,0,0,0.0,I,5,3,0,17.0,Spring,6
5634,04-24-2026,I-10 Volley pong,0,0,0,0.0,I,5,3,0,4.0,Spring,7
5635,04-24-2026,I-05 It's On Like Donkey Kong,0,0,0,0.0,I,4,4,0,-1.0,Spring,8
5636,04-24-2026,I-07 Ace Invaders,0,0,0,0.0,I,4,4,0,-7.0,Spring,9
5637,04-24-2026,I-04 Hyrule Hitters,0,0,0,0.0,I,3,5,0,-5.0,Spring,10
5638,04-24-2026,I-09 Super Smash Serves,0,0,0,0.0,I,3,5,0,-7.0,Spring,11
5639,04-24-2026,I-12 Arcade Spikers,0,0,0,0.0,I,3,5,0,-34.0,Spring,12
5640,04-24-2026,I-13 Play Station Spikers,0,0,0,0.0,I,2,6,0,-32.0,Spring,13
5641,04-24-2026,I-11 Kirby s Dream Spikers,0,0,0,0.0,I,1,7,0,-22.0,Spring,14
5642,04-24-2026,I-01 Slay Station,0,0,0,0.0,I,1,7,0,-65.0,Spring,15
5643,01-23-2026,P-09 Don Julio’s,0,0,0,0.0,P,0,0,0,0.0,Spring,1
5644,01-23-2026,P-08 Baddie baddie shot o’clock,0,0,0,0.0,P,0,0,0,0.0,Spring,2
5645,01-23-2026,P-07 Whiskey Business,0,0,0,0.0,P,0,0,0,0.0,Spring,3
5646,01-23-2026,P-06,0,0,0,0.0,P,0,0,0,0.0,Spring,4
5647,01-23-2026,P-05,0,0,0,0.0,P,0,0,0,0.0,Spring,5
5648,01-23-2026,P-04 Aperol Spikez,0,0,0,0.0,P,0,0,0,0.0,Spring,6
5649,01-23-2026,P-03 Serving Neat and Naked,0,0,0,0.0,P,0,0,0,0.0,Spring,7
5650,01-23-2026,P-02 Serve Me Daddy,0,0,0,0.0,P,0,0,0,0.0,Spring,8
5651,01-23-2026,P-01,0,0,0,0.0,P,0,0,0,0.0,Spring,9
5652,01-30-2026,P-07 Whiskey Business,4,0,0,41.0,P,4,0,0,41.0,Spring,1
5653,01-30-2026,P-09 Don Julio’s,3,1,0,23.0,P,3,1,0,23.0,Spring,2
5654,01-30-2026,P-06,3,1,0,20.0,P,3,1,0,20.0,Spring,3
5655,01-30-2026,P-08 Baddie baddie shot o’clock,3,1,0,17.0,P,3,1,0,17.0,Spring,4
5656,01-30-2026,P-05,2,2,0,1.0,P,2,2,0,1.0,Spring,5
5657,01-30-2026,P-02 Serve Me Daddy,1,3,0,-18.0,P,1,3,0,-18.0,Spring,6
